jornal_url,journal,article_number,citation_number,impact_factor,most_cited,year,cited_by,Search_Keywords
/journal/106775/cancer-therapy-oncology-international-journal,Cancer Therapy & Oncology International Journal,17.0,79.0,3.8,Improving the Efficacy of Cisplatin using Niosome Nanoparticles Against Human Breast Cancer Cell Line BT-20 : An In Vitro Study,2017.0,6.0,cancer+nano
/journal/107835/asian-pacific-journal-of-cancer-biology,Asian Pacific Journal of Cancer Biology,132.0,58.0,0.3,Drug resistance and combating drug resistance in cancer,2019.0,132.0,cancer+nano
/journal/108704/cancer-drug-resistance-alhambra-calif,"Cancer Drug Resistance (Alhambra, Calif )",99.0,473.0,4.4,Zinc Supplementation Prevents the Complications of COVID-19 Infection in Cancer Patients,2020.0,3.0,cancer+nano
/journal/109256/asian-pacific-journal-of-cancer-care,Asian Pacific Journal of Cancer Care,230.0,56.0,0.2,Side effects of using disinfectants to fight COVID-19,2020.0,9.0,cancer+nano
/journal/110418/journal-of-cancer-science-and-clinical-therapeutics,Journal of Cancer Science and Clinical Therapeutics,25.0,21.0,0.5,NF-κB Inhibition Suppresses Experimental Melanoma Lung Metastasis,2020.0,3.0,cancer+nano
/journal/110920/asian-pacific-journal-of-environment-and-cancer,Asian Pacific Journal of Environment and Cancer,43.0,22.0,0.3,The mystery behind Childhood sparing by COVID-19,2020.0,10.0,cancer+nano
/journal/111847/international-journal-of-cancer-and-biomedical-research,International Journal of Cancer and Biomedical Research,139.0,23.0,0.1,High-dose recombinant interleukin-2 therapy in patients with metastatic melanoma: long-term survival update,2000.0,194.0,cancer+nano
/journal/132344/revista-mexicana-de-cirugia-ginecologia-y-cancer,"Revista Mexicana De Cirugía, Ginecología Y Cáncer",157.0,1.0,,Dacarbazine-based chemotherapy for metastatic melanoma: thirty-year experience overview,2000.0,95.0,cancer+nano
/journal/136694/journal-of-experimental-and-clinical-cancer-research,Journal of Experimental and Clinical Cancer Research,1000.0,4900.0,,"Vertébroplastie et radiologie interventionnelle percutanée dans les métastases osseuses: technique, indications, contre-indications",1996.0,36.0,cancer+nano
/journal/139184/cancer-journal-from-scientific-american,Cancer Journal From Scientific American,354.0,5600.0,,PHYSICAL GROWTH OF CHILDREN IN DIFFERENT SOCIO-ECONOMIC GROUPS IN BOMBAY,1963.0,32.0,cancer+nano
/journal/30951/bulletin-du-cancer-radiotherapie-journal-de-la-societe-francaise-du-cancer-organe-de-la-societe-francaise-de-radiotherapie-oncologique,Bulletin Du Cancer Radiotherapie: Journal De La Societe Francaise Du Cancer: Organe De La Societe Francaise De Radiotherapie Oncologique,232.0,567.0,,Ameloblastoma: biological profile of 3677 cases,1995.0,449.0,cancer+nano
/journal/136853/jaarboek-van-kankeronderzoek-en-kankerbestrijding-in-nederland-yearbook-for-cancer-research-and-fight-against-cancer-in-the-netherlands,Jaarboek Van Kankeronderzoek En Kankerbestrijding in Nederland Yearbook for Cancer Research and Fight Against Cancer in the Netherlands,123.0,186.0,,NCCN Task Force report: update on the management of patients with gastrointestinal stromal tumors,2010.0,820.0,cancer+nano
/journal/18764/journal-of-the-national-comprehensive-cancer-network-jnccn,Journal of the National Comprehensive Cancer Network: JNCCN,2900.0,64500.0,6.4,Platinum complexes as anticancer agents,2006.0,353.0,cancer+nano
/journal/29355/european-journal-of-cancer-part-b-oral-oncology,"European Journal of Cancer Part B, Oral Oncology",305.0,8400.0,,"Safety, Efficacy, and Biomarker Exploration in a Phase II Study of Bevacizumab, Oxaliplatin, and Gemcitabine in Recurrent Müllerian Carcinoma",2011.0,20.0,cancer+nano
/journal/31919/recent-patents-on-anti-cancer-drug-discovery,Recent Patents on Anti-Cancer Drug Discovery,447.0,7900.0,2.5,Frailty and quality of life in adult survivors of childhood cancer,2017.0,20.0,cancer+nano
/journal/36346/expert-review-of-quality-of-life-in-cancer-care,Expert Review of Quality of Life in Cancer Care,84.0,307.0,,The Proportion of ALDEFLUOR-Positive Cancer Stem Cells Changes with Cell Culture Density Due to the Expression of Different ALDH Isoforms,2015.0,11.0,cancer+nano
/journal/36564/clinical-ovarian-cancer-other-gynecologic-malignancies,Clinical Ovarian Cancer & Other Gynecologic Malignancies,99.0,142.0,,Cancer Metastases Prevention by Photodynamic In-vivo Detection and Destruction of Circulating Tumor Cell Clusters,2019.0,2.0,cancer+nano
/journal/48502/cancer-studies-and-molecular-medicine-open-journal,Cancer Studies and Molecular Medicine: Open Journal,39.0,57.0,0.6,Hormone therapy for prostate cancer: results of the Veterans Administration Cooperative Urological Research Group studies,1988.0,48.0,cancer+nano
/journal/94244/international-journal-of-clinical-oncology-and-cancer-research,International Journal of Clinical Oncology and Cancer Research,42.0,6.0,0.1,Carcinoma of the stomach in incipient phase: its histogenesis and histological appearances,1968.0,140.0,cancer+nano
/journal/131124/gan-gann-the-japanese-journal-of-cancer-research,Gan Gann; the Japanese Journal of Cancer Research,2800.0,6500.0,,"State of the art on dose prescription, reporting and recording in Intensity-Modulated Radiation Therapy (ICRU report No. 83)",2011.0,140.0,cancer+nano
/journal/138042/nci-monographs-a-publication-of-the-national-cancer-institute,NCI Monographs: A Publication of the National Cancer Institute,249.0,910.0,,Toxicity and response criteria of the Eastern Cooperative Oncology Group,1982.0,7200.0,cancer+nano
/journal/14906/cancer-radiotherapie-journal-de-la-societe-francaise-de-radiotherapie-oncologique,Cancer Radiotherapie: Journal De La Societe Francaise De Radiotherapie Oncologique,1500.0,3400.0,0.9,Bioassay of tetrachloroethylene for possible carcinogenicity,1977.0,17.0,cancer+nano
/journal/15115/american-journal-of-clinical-oncology-cancer-clinical-trials,American Journal of Clinical Oncology: Cancer Clinical Trials,5400.0,99100.0,2.6,Statistical methods in cancer research. Volume II--The design and analysis of cohort studies,1987.0,938.0,cancer+nano
/journal/91415/frontiers-in-clinical-drug-research-anti-cancer-agents,Frontiers in Clinical Drug Research Anti-cancer Agents,22.0,1.0,0.1,Cancer Immune Evasion in Gastrointestinal Cancer: Can this be Overcome by Combination of Histone Deacetylase and Immune Checkpoint Inhibitors?,2019.0,1.0,cancer+nano
/journal/134427/national-cancer-institute-carcinogenesis-technical-report-series,National Cancer Institute Carcinogenesis Technical Report Series,32.0,140.0,,Annual Report 2011 on Breast Cancer Screening in Japan,2012.0,10.0,cancer+nano
/journal/135366/iarc-international-agency-for-research-on-cancer-scientific-publications,Iarc (international Agency for Research on Cancer) Scientific Publications,2400.0,7400.0,,Phenotypes of c-Myc-deficient rat fibroblasts isolated by targeted homologous recombination,1997.0,182.0,cancer+nano
/journal/139748/intouch-the-good-health-guide-to-cancer-prevention-and-treatment,InTouch: the Good Health Guide To Cancer Prevention and Treatment,30.0,,,Antitumor and metastasis-inhibitory activities of lentinan as an immunomodulator: an overview,1987.0,14.0,cancer+nano
/journal/45359/nihon-nyugan-kenshin-gakkaishi-journal-of-japan-association-of-breast-cancer-screening,Nihon Nyugan Kenshin Gakkaishi (Journal of Japan Association of Breast Cancer Screening),921.0,467.0,0.1,Tobacco smoke and involuntary smoking,2004.0,720.0,cancer+nano
/journal/138757/cell-growth-differentiation-the-molecular-biology-journal-of-the-american-association-for-cancer-research,Cell Growth & Differentiation: the Molecular Biology Journal of the American Association for Cancer Research,1400.0,21000.0,,,,,cancer+nano
/journal/138739/cancer-detection-and-prevention-supplement-official-publication-of-the-international-society-for-preventive-oncology-inc,"Cancer Detection and Prevention Supplement: Official Publication of the International Society for Preventive Oncology, Inc",71.0,84.0,,,,,cancer+nano
/journal/138602/iarc-monographs-on-the-evaluation-of-carcinogenic-risks-to-humans-world-health-organization-international-agency-for-research-on-cancer,"IARC Monographs on the Evaluation of Carcinogenic Risks To Humans / World Health Organization, International Agency for Research on Cancer",157.0,6700.0,,,,,cancer+nano
/journal/12441/cancer,Cancer,43600.0,2400000.0,6.2,How sun exposure causes skin cancer: an epidemiological perspective,2004.0,50.0,cancer+nanodelivery
/journal/13910/cancers,Cancers,12300.0,132800.0,6.3,The detection of disease clustering and a generalized regression approach,1967.0,7200.0,cancer+nanodelivery
/journal/86928/cancer-prevention-cancer-causes,"Cancer Prevention, Cancer Causes",35.0,153.0,,Reporting results of cancer treatment,1981.0,6700.0,cancer+nanodelivery
/journal/12869/cancer-research,Cancer Research,53900.0,3400000.0,9.6,Drug resistance in cancer: an overview,2014.0,1200.0,cancer+nanodelivery
/journal/12910/lung-cancer,Lung Cancer,15400.0,188200.0,3.4,Photo-thermal tumor ablation in mice using near infrared-absorbing nanoparticles,2004.0,1500.0,cancer+nanodelivery
/journal/12943/cancer-letters,Cancer Letters,15100.0,509700.0,9.7,Hypoxic enhancement of exosome release by breast cancer cells,2012.0,634.0,cancer+nanodelivery
/journal/13159/bmc-cancer,BMC Cancer,13700.0,296700.0,4.6,Circulating microRNA in body fluid: a new potential biomarker for cancer diagnosis and prognosis,2010.0,978.0,cancer+nanodelivery
/journal/14690/cancer-science,Cancer Science,5600.0,177100.0,6.7,Reliability and validity of the Functional Assessment of Cancer Therapy-Lung (FACT-L) quality of life instrument,1995.0,560.0,cancer+nanodelivery
/journal/15532/nutrition-and-cancer,Nutrition and Cancer,4200.0,122600.0,2.6,PD-1 as a potential target in cancer therapy,2013.0,302.0,cancer+nanodelivery
/journal/15775/cancer-medicine,Cancer Medicine,4300.0,56700.0,4.7,Development of the proteasome inhibitor Velcade (Bortezomib),2004.0,514.0,cancer+nanodelivery
/journal/15827/cancer-investigation,Cancer Investigation,3500.0,64500.0,2.1,"Fruit, vegetables, and cancer prevention: a review of the epidemiological evidence",1992.0,2500.0,cancer+nanodelivery
/journal/16132/journal-of-cancer,Journal of Cancer,4200.0,48200.0,4.4,Role of tumor microenvironment in tumorigenesis,2017.0,670.0,cancer+nanodelivery
/journal/16306/cancer-cell,Cancer Cell,3200.0,518800.0,23.1,Development of a symptom distress scale,1978.0,528.0,cancer+nanodelivery
/journal/16944/cancer-nursing,Cancer Nursing,3400.0,62800.0,2.5,"Integrated genomic analysis identifies clinically relevant subtypes of glioblastoma characterized by abnormalities in PDGFRA, IDH1, EGFR, and NF1",2010.0,4700.0,cancer+nanodelivery
/journal/17128/molecular-cancer,Molecular Cancer,2700.0,155700.0,41.2,The complexity of NF-κB signaling in inflammation and cancer,2013.0,1800.0,cancer+nanodelivery
/journal/17422/bulletin-du-cancer,Bulletin Du Cancer,987.0,3100.0,2.3,Hommage au docteur Luc Sensébé,2020.0,78.0,cancer+nanodelivery
/journal/17840/cancer-discovery,Cancer Discovery,1700.0,140400.0,23.4,The cBio cancer genomics portal: an open platform for exploring multidimensional cancer genomics data,2012.0,8400.0,cancer+nanodelivery
/journal/18271/breast-cancer,Breast Cancer,2100.0,26100.0,3.3,Fluorescence navigation with indocyanine green for detecting sentinel lymph nodes in breast cancer,2005.0,488.0,cancer+nanodelivery
/journal/18831/cancer-epidemiology,Cancer Epidemiology,2000.0,29800.0,2.7,"The descriptive epidemiology of female breast cancer: an international comparison of screening, incidence, survival and mortality",2012.0,442.0,cancer+nanodelivery
/journal/18959/thoracic-cancer,Thoracic Cancer,2300.0,13800.0,3.1,"Esophageal cancer statistics in China, 2011: Estimates based on 177 cancer registries",2016.0,174.0,cancer+nanodelivery
/journal/19037/gastric-cancer,Gastric Cancer,1700.0,57300.0,7.4,Japanese classification of gastric carcinoma: 3rd English edition,2011.0,2500.0,cancer+nanodelivery
/journal/19582/cancer-control,Cancer Control,1800.0,29700.0,2.1,Overcoming multidrug resistance in cancer: an update on the clinical strategy of inhibiting p-glycoprotein,2003.0,747.0,cancer+nanodelivery
/journal/19727/cancer-biomarkers,Cancer Biomarkers,1600.0,19900.0,3.7,Hsa_circ_0001649: A circular RNA and potential novel biomarker for hepatocellular carcinoma,2016.0,350.0,cancer+nanodelivery
/journal/20492/familial-cancer,Familial Cancer,1300.0,22900.0,2.9,Attenuated familial adenomatous polyposis (AFAP). A review of the literature,2003.0,212.0,cancer+nanodelivery
/journal/20890/cancer-genetics,Cancer Genetics,1500.0,11200.0,1.2,Genetics of adult glioma,2012.0,556.0,cancer+nanodelivery
/journal/21087/cancer-cytopathology,Cancer Cytopathology,1300.0,20300.0,3.7,Impact of reclassifying noninvasive follicular variant of papillary thyroid carcinoma on the risk of malignancy in The Bethesda System for Reporting Thyroid Cytopathology,2016.0,224.0,cancer+nanodelivery
/journal/21684/cancer-imaging,Cancer Imaging,1300.0,30300.0,5.5,Diffusion-weighted magnetic resonance imaging and its application to cancer,2006.0,247.0,cancer+nanodelivery
/journal/25879/trends-in-cancer,Trends in Cancer,633.0,18100.0,12.0,Hypoxia-Inducible Factors: Master Regulators of Cancer Progression,2016.0,429.0,cancer+nanodelivery
/journal/26993/cancer-informatics,Cancer Informatics,664.0,7400.0,2.3,Analysis of gene expression data using BRB-ArrayTools,2007.0,444.0,cancer+nanodelivery
/journal/28378/genes-and-cancer,Genes and Cancer,543.0,23500.0,2.9,Vascular Endothelial Growth Factor (VEGF) and Its Receptor (VEGFR) Signaling in Angiogenesis: A Crucial Target for Anti- and Pro-Angiogenic Therapies,2011.0,673.0,cancer+nanodelivery
/journal/28711/hormones-and-cancer,Hormones and Cancer,327.0,6500.0,4.7,In utero exposure to diethylstilbestrol (DES) or bisphenol-A (BPA) increases EZH2 expression in the mammary gland: an epigenetic mechanism linking endocrine disruptors to breast cancer,2010.0,233.0,cancer+nanodelivery
/journal/29693/cancer-practice,Cancer Practice,553.0,11300.0,,Fatigue and quality of life outcomes of exercise during cancer treatment,2001.0,357.0,cancer+nanodelivery
/journal/29786/liver-cancer,Liver Cancer,334.0,9000.0,8.7,JSH Consensus-Based Clinical Practice Guidelines for the Management of Hepatocellular Carcinoma: 2014 Update by the Liver Cancer Study Group of Japan,2014.0,387.0,cancer+nanodelivery
/journal/30789/cancer-metabolism,Cancer & Metabolism,297.0,11200.0,5.0,Mitochondrial reactive oxygen species and cancer,2014.0,416.0,cancer+nanodelivery
/journal/30850/colorectal-cancer,Colorectal Cancer,286.0,449.0,0.7,Current cancer situation in China: good or bad news from the 2018 Global Cancer Statistics?,2019.0,646.0,cancer+nanodelivery
/journal/31328/cancer-communications,Cancer Communications,368.0,5000.0,9.2,Therapeutic challenges in colorectal surgery practice during COVID-19 outbreak: a case series,2020.0,78.0,cancer+nanodelivery
/journal/31528/cancer-microenvironment,Cancer Microenvironment,224.0,7600.0,6.0,Tumor-associated Macrophages (TAM) and Inflammation in Colorectal Cancer,2011.0,234.0,cancer+nanodelivery
/journal/31562/bladder-cancer,Bladder Cancer,335.0,2200.0,0.9,Bladder Cancer Molecular Taxonomy: Summary from a Consensus Meeting,2016.0,133.0,cancer+nanodelivery
/journal/32458/cancer-reports,Cancer Reports,467.0,1700.0,1.4,Paraneoplastic syndrome in neuroendocrine breast cancer: A case report,2019.0,78.0,cancer+nanodelivery
/journal/33379/prostate-cancer,Prostate Cancer,173.0,2400.0,1.8,"Global patterns of prostate cancer incidence, aggressiveness, and mortality in men of african descent",2013.0,135.0,cancer+nanodelivery
/journal/35748/cancer-biotherapy,Cancer Biotherapy,96.0,1300.0,,Saffron chemoprevention in biology and medicine: a review,1995.0,128.0,cancer+nanodelivery
/journal/35949/cancer-nanotechnology,Cancer Nanotechnology,136.0,3100.0,7.3,Gold nanoparticles for cancer radiotherapy: a review,2016.0,226.0,cancer+nanodelivery
